Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,PasPress,Sw,PasCrs,CK,CkIn,CkOut,CkStr,PasGround,PasLow,PasHigh,PaswLeft,PaswRight,PaswHead,TI,PaswOther,PasCmp,PasOff,PasOut,PasInt,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Press,PresSucc,Press%,PresDef3rd,PresMid3rd,PresAtt3rd,Blocks,BlkSh,BlkShSv,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,DriSucc,DriAtt,DriSucc%,DriPast,DriMegs,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,RecTarg,Rec,Rec%,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%
2086,Mathys Tel,FRA,FW,Bayern Munich,Bundesliga,17,2005,5,1,133,1.5,0.67,3.33,1.33,40,0.2,0.5,15.3,0,0,0,38.7,44.7,86.6,566.7,48.7,21.3,24.7,86.5,12,13.3,90,4,4,100,0,1.33,0,0,0,0.67,44.7,44.7,0,0,0,8.67,0,0,0,0,0,0,40.7,2,2,3.33,39.3,0.67,0,0.67,38.7,0,0,0.67,1.33,1.33,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,2.67,20,1.33,2.67,9.33,2.67,0.67,0,2,0.67,0.67,0,0,62.7,0.67,1.33,34.7,31.3,6,62.7,0.67,2.67,25,1.33,0,51.3,211.3,83.3,4.67,1.33,1.33,3.33,4,62,52,83.9,5.33,0,0,0,0.67,3.33,0.67,0,0,0,0,0,7.33,0.67,1.33,33.3
2087,Alex Telles,BRA,DF,Sevilla,La Liga,29,1992,10,5,560,6.2,0,0.65,0,0,0,0,24.1,0.16,0,0,38.2,51.9,73.6,681.3,252.7,19,21.1,90.1,14.5,18.4,78.9,4.35,10.8,40.3,0.16,1.29,2.42,1.13,0.65,2.58,51.9,41.9,10,1.94,0,3.55,3.39,4.35,1.77,1.13,0.48,0,30.3,7.26,14.4,37.1,5.48,2.26,6.29,0.16,38.2,0.48,1.45,0.65,1.45,2.1,1.29,0.48,0,0.16,0.16,0,0.16,0.16,0,0,0,0,0,1.13,0.48,0.97,0.16,0,0.65,0.81,80,0.16,8.87,2.42,27.3,4.68,2.26,1.94,2.1,0.16,0,1.94,1.61,2.74,1.77,0,61.6,2.42,18.4,26.6,18.9,1.13,51.9,0.81,1.13,71.4,0.81,0.16,38.5,186.8,96.6,4.03,0.65,0.16,1.13,1.13,39.4,36.6,93,2.42,0.48,0,0,2.1,1.45,0,4.35,0.48,0,0,0,8.71,1.45,0.97,60
2088,Marc-André ter Stegen,GER,GK,Barcelona,La Liga,30,1992,11,11,990,11,0,0,0,0,0,0,0,0,0,0,32,36.6,87.3,884.3,506.2,4.55,4.55,100,16.2,16.5,98.3,11.1,15.5,71.8,0,0,0.18,0,0,0.09,36.6,29.9,6.73,1.91,0,2.27,1.64,0,0,0,0,0,25.5,1.27,9.82,8.73,23.7,0,0,3.82,32,0,0.73,0.45,0,0.27,0.27,0,0,0,0,0,0.09,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0.09,0,0,0,0,0,0,0,0,0.09,0.09,38.5,31.5,37.9,0.64,0,0,31.9,0,0,0,0,0,23.7,102.4,62.4,0,0,0,0,0.09,24,24,100,0,0,0,0,0,0,0,0,0,0,0,0,4.18,0,0,0
2089,Simon Terodde,GER,FW,Schalke 04,Bundesliga,34,1988,11,10,754,8.4,0.24,2.26,0.95,42.1,0.11,0.25,11.3,0,0,0.12,10.1,14.5,69.7,162,27.7,4.52,6.31,71.7,4.52,5.36,84.4,0.6,1.43,41.7,0,0.24,0.95,0.36,0,1.07,14.5,12.1,2.38,0,0.12,5.12,0.12,0,0,0,0,0,6.79,4.52,3.21,1.55,7.74,1.55,0.12,0.95,10.1,0,0.6,0.36,0.48,1.35,0.95,0,0,0.12,0.12,0,0.12,0.12,0,0,0,0,0,0.36,0.36,0.12,0.12,0.12,0,0.48,0,0.48,14.2,4.17,29.4,1.07,5.24,7.86,0.6,0.12,0,0.48,0.36,0.71,0.48,0,24.3,0.83,2.62,12.9,9.29,4.64,21.8,0,0.36,0,0,0,9.52,26.7,10,0.6,0.36,0.12,3.1,0.83,35.8,16.2,45.2,4.05,0.24,0,0,1.9,1.43,1.9,0,0.36,0.12,0,0,2.38,3.69,7.98,31.6
2090,Filippo Terracciano,ITA,DF,Hellas Verona,Serie A,19,2003,5,3,315,3.5,0,0.29,0,0,0,0,50.2,0,0,0,22.3,32,69.6,456,190.3,8.29,11.1,74.4,9.14,11.7,78,4.29,6.29,68.2,0,0.86,3.43,1.14,0.57,6,32,30.6,1.43,0.29,0,7.14,1.14,2.29,0,0,0,0,16.3,8.57,7.14,4.57,21.7,2.29,1.14,0,22.3,0,0.57,1.14,2.57,1.14,1.14,0,0,0,0,0,0.29,0.29,0,0,0,0,0,2,1.14,1.43,0.29,0.29,0.86,1.43,60,0.57,9.43,3.71,39.4,3.71,4,1.71,1.14,0.57,0,0.57,0.57,2.57,0.86,0,40.6,1.71,7.14,20.6,15.7,1.14,39.4,0.29,0.57,50,0.57,0,25.7,158.9,90.9,4.29,1.71,0,1.14,1.43,31.4,25.7,81.8,2.57,0,0,0,1.14,1.71,0,2.29,1.14,0,0,0,8,2.29,3.43,40
2091,Pietro Terracciano,ITA,GK,Fiorentina,Serie A,32,1990,8,8,720,8,0,0,0,0,0,0,0,0,0,0,26.9,34.3,78.5,763.5,456,5.75,5.75,100,10.5,10.6,98.8,10.4,17.6,58.9,0,0,0.63,0,0,0,34.3,25.6,8.63,2.5,0,1.5,0.5,0,0,0,0,0,21.5,0.75,12,5.63,23.9,0,0,3.63,26.9,0,1.13,0.25,0,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.13,100,0.13,0,0,0.13,0,0,0.13,0,0,0.13,0,36.6,29.1,35.8,0.88,0,0,28.1,0,0,0,0,0,19.6,103.3,65.8,0,0,0,0.13,0,19.1,19,99.3,0,0.13,0,0,0.13,0,0,0,0,0,0.13,0,4.38,0,0,0
2092,Ramón Terrats,ESP,MF,Girona,La Liga,22,2000,4,1,134,1.5,0,2,0,0,0,0,29,0,0,0,30.7,39.3,78,486.7,70.7,14.7,16,91.7,11.3,15.3,73.9,3.33,4.67,71.4,0,0.67,0.67,0,0,0.67,39.3,36.7,2.67,1.33,0,8.67,1.33,0.67,0,0,0,0,28,6.67,4.67,26.7,7.33,3.33,1.33,0,30.7,0,1.33,1.33,0.67,0.67,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0.67,0,0.67,2.67,25,2,16,4.67,29.2,2,8,6,2,1.33,0,0.67,0.67,1.33,0.67,0,47.3,2,16,28.7,10,2,44.7,1.33,1.33,100,1.33,0,35.3,184.7,78.7,2,1.33,0,0,2,38.7,33.3,86.2,3.33,0,0,0,1.33,0,0,0.67,0,0,0,0,6.67,0.67,2,25
2093,Martin Terrier,FRA,FWMF,Rennes,Ligue 1,25,1997,12,12,1016,11.3,0.62,3.36,1.77,52.6,0.18,0.35,14.5,0,0,0,30.5,39.3,77.7,479.4,107.5,17.3,21,82.3,8.94,11.7,76.5,3.1,4.07,76.1,0.18,1.33,2.48,1.33,0.18,3.89,39.3,38.7,0.62,0.18,0.18,8.05,0.53,1.59,0,0,0,0,27.6,5.75,5.93,3.63,30,1.68,0.09,0.53,30.5,0.09,0.71,1.15,1.15,3.19,2.48,0,0.18,0.53,0,0,0.44,0.35,0,0.09,0,0,0,1.33,0.62,0.53,0.53,0.27,0.44,1.59,27.8,1.15,15.3,4.78,31.2,2.65,6.73,5.93,1.24,0.18,0,1.06,0.71,2.04,0.35,0,51.3,0.97,4.69,24,25.4,6.46,50.9,0.71,1.68,42.1,0.71,0.18,32.3,159.8,79.5,4.87,1.42,0.53,1.42,0.97,49.7,39.7,79.9,8.76,0,0,0,0.88,1.5,0.35,1.59,0.62,0,0,0,6.02,3.72,3.19,53.8
2094,Aleksa Terzi?,SRB,DF,Fiorentina,Serie A,23,1999,5,2,219,2.4,0,0.42,0,0,0,0,26.9,0,0,0,73.3,86.3,85,1521.7,409.6,23.3,25.8,90.3,37.1,40.4,91.8,11.3,15.8,71.1,0,1.67,2.92,3.33,2.5,4.58,86.3,72.1,14.2,0.83,0,7.5,1.25,4.58,0.83,0.42,0.42,0,56.7,15,14.6,62.9,8.33,1.67,12.5,0,73.3,0.42,1.25,1.25,2.92,2.08,1.67,0.42,0,0,0,0,0.42,0,0.42,0,0,0,0,3.75,1.25,2.08,1.25,0.42,2.08,3.33,62.5,1.25,14.6,6.25,42.9,7.5,5.42,1.67,1.67,0.83,0,0.83,0.42,4.17,1.25,0,97.5,3.75,30,50.8,25,0,83.8,1.25,2.08,60,1.25,0.42,70.4,401.7,201.7,6.25,4.17,0,1.67,2.08,67.5,66.3,98.1,1.25,0,0,0,0,1.25,0,4.58,1.25,0,0,0,9.58,1.25,0.83,60
2095,Tetê,BRA,FWMF,Lyon,Ligue 1,22,2000,11,10,782,8.7,0.57,2.64,1.03,39.1,0.22,0.56,15.7,0,0,0,31.5,40.7,77.4,505.9,113,18,20.2,89.2,10.9,13.6,80.5,2.3,5.98,38.5,0.23,0.57,1.49,1.49,0.23,3.33,40.7,37.9,2.76,0.23,0,4.94,1.03,2.41,2.53,0.92,0.34,0.34,32.2,2.07,6.44,32.8,6.44,1.03,0,0.34,31.5,0,0.46,1.49,1.15,2.07,1.26,0.34,0,0.34,0.11,0,0.69,0.46,0,0,0.11,0.11,0,1.03,0.8,0.34,0.23,0.46,0.34,0.92,37.5,0.57,12.8,3.22,25.2,1.84,5.06,5.86,0.69,0,0,0.69,0.92,1.95,0.11,0,53.4,0.23,5.06,21.4,31.5,5.17,50.7,1.72,3.1,55.6,1.72,0.23,40.6,234.3,137,7.13,1.61,1.84,1.84,2.53,50.2,40.7,81,6.55,0.11,0,0,0.8,1.84,0.34,2.41,0.8,0.11,0,0,6.32,0.11,0.92,11.1
2096,Kenny Tete,NED,DF,Fulham,Premier League,27,1995,7,7,603,6.7,0,0.3,0.15,50,0,0,16.4,0,0,0,36.3,48.2,75.2,593.9,264.2,19.6,21.8,89.7,12.2,16.9,72.6,3.43,6.27,54.8,0.45,0.75,2.54,0.6,0.3,2.84,48.2,36,12.2,0.9,0.15,5.97,0.75,1.34,0,0,0,0,22.8,12.2,13.1,1.19,31.3,2.99,11.3,0.45,36.3,0.3,0.75,1.79,1.79,1.34,1.04,0.3,0,0,0,0,0.45,0.45,0,0,0,0,0,3.58,1.64,2.24,1.04,0.3,0.9,1.04,85.7,0.15,14.8,4.78,32.3,8.06,4.48,2.24,2.24,1.04,0,1.19,2.84,6.42,2.39,0,61,3.43,19,29.3,15.1,0.45,49.1,0.15,0.3,50,0.15,0,30,125.5,68.1,2.69,1.19,0.15,0.6,0.75,28.5,27.3,95.8,0.75,0.6,0,0,1.49,0.75,0,1.34,1.64,0,0,0,8.81,1.49,1.79,45.5
2097,Arthur Theate,BEL,DF,Rennes,Ligue 1,22,2000,12,12,1080,12,0.08,0.58,0.25,42.9,0.14,0.33,7.1,0,0,0,69.2,75.6,91.5,1539.2,466.8,16.3,17.3,94.2,39.2,41.3,94.8,13.4,15.8,85.2,0,0.33,6.33,0,0,5.67,75.6,73.9,1.67,1.25,0.08,4.33,1.92,0.08,0,0,0,0,65.2,2.92,7.5,63,8.17,2.5,0.42,0.17,69.2,0.08,0.75,0.58,0.75,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0.5,0.25,0.58,0,0.42,0.5,83.3,0.08,6.42,2.25,35.1,2.58,3.5,0.33,0.83,0.5,0,0.33,1.25,2.08,3.42,0,82.5,7.17,35.3,50.8,2.58,1,80.8,0.08,0.33,25,0.08,0.17,63.6,344.7,199,5.08,0.42,0,0.08,0.08,65.8,65.6,99.6,0.08,0.25,0,0,0.92,0.08,0,0.08,0.5,0,0.08,0.08,8.08,2.08,1.58,56.8
2098,Malick Thiaw,GER,DF,Schalke 04,Bundesliga,21,2001,3,3,270,3,0,0.67,0.33,50,0,0,8.1,0,0,0,39.7,43.7,90.8,884,264.3,8.67,9.67,89.7,24.3,26,93.6,6,7.33,81.8,0,0,1,0,0,0.67,43.7,42.3,1.33,1.33,0,5.33,1,0,0,0,0,0,32.7,1.67,9.33,5.67,30.3,3.67,0,0.33,39.7,0,0.33,0,0,0.33,0,0,0.33,0,0,0,0,0,0,0,0,0,0,1,0.67,0.67,0.33,0,0,0.33,0,0.33,9.33,3.33,35.7,5.33,3.67,0.33,3,1.33,0,1.67,2.67,3.67,7.33,0.33,57.3,12.3,38,20.3,1.67,1.33,56,0.33,0.33,100,0.33,0,29.3,112,49.3,1,0,0,0.33,0.67,31.3,31.3,100,0,0.67,0,0,1,0,0,0,0.67,0,0,0,9.67,5.33,1.67,76.2
2099,Malick Thiaw,GER,DF,Milan,Serie A,21,2001,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,20,10,10,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,0,60,40,60,0,0,0,50,0,0,0,0,0,10,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,0
2100,Jan Thielmann,GER,FW,Köln,Bundesliga,20,2002,7,5,418,4.6,0.22,1.96,0.87,44.4,0.11,0.25,19.7,0,0,0,15.4,23.3,66.4,260.2,44.1,7.83,10.2,76.6,5.65,7.39,76.5,1.09,2.17,50,0.22,0.65,0.43,0.65,0.43,0.87,23.3,22.8,0.43,0,0,4.57,0.43,2.17,0,0,0,0,14.6,4.35,4.35,1.09,20,1.3,0.22,0.22,15.4,0.22,0.22,1.96,2.39,1.96,1.09,0,0.43,0,0.43,0,0.65,0.22,0,0.22,0,0.22,0,1.74,0.87,0.22,0.87,0.65,0.22,0.87,25,0.65,15.9,5,31.5,2.61,7.17,6.09,1.52,0.22,0,1.3,0.43,2.17,0.22,0,37.2,0.65,3.48,13.7,22.8,3.48,36.7,2.61,4.57,57.1,2.61,0.22,29.3,119.3,50.4,2.61,1.09,0.87,2.83,1.09,36.1,24.1,66.9,6.96,0.22,0,0,0.87,2.39,0.87,2.17,0.87,0.22,0,0,7.61,0.43,2.39,15.4
2101,Sada Thioub,SEN,FWDF,Angers,Ligue 1,27,1995,12,4,397,4.4,0,0.68,0,0,0,0,15.5,0,0,0,36.4,45.7,79.6,584.3,186.4,19.1,22.5,84.8,14.3,17.7,80.8,1.82,2.95,61.5,0.23,1.59,3.41,1.82,0.45,5.23,45.7,43.2,2.5,0,0.45,7.95,0.68,1.36,0,0,0,0,33.4,6.82,5.45,5.23,35.7,1.36,2.5,0.23,36.4,0.23,0.68,1.59,1.36,2.5,2.27,0,0.23,0,0,0,0.23,0.23,0,0,0,0,0,2.73,2.05,1.59,0.91,0.23,0.45,1.36,33.3,0.91,15.9,4.77,30,5.23,6.14,4.55,1.59,0,0,1.59,0.45,3.18,0.68,0,58.6,1.82,9.09,29.3,25.5,2.27,56.1,1.59,2.73,58.3,1.59,0.23,42.7,201.4,120.5,6.59,2.73,0.68,2.27,3.64,48.9,43.6,89.3,6.59,0.45,0,0,1.14,0.45,0,1.36,2.05,0,0,0,6.59,1.14,1.82,38.5
2102,Luke Thomas,ENG,DF,Leicester City,Premier League,21,2001,3,2,183,2,0,0,0,0,0,0,0,0,0,0,54.5,63.5,85.8,916.5,379.5,28,31.5,88.9,22,24.5,89.8,4.5,6.5,69.2,0,0,3,0,0,6,63.5,51.5,12,1,0,6,1,0.5,0,0,0,0,41,13,9.5,41.5,7,2,11,0.5,54.5,0,0.5,1.5,1,0.5,0.5,0,0,0,0,0,0.5,0.5,0,0,0,0,0,1.5,0,1,0,0.5,0.5,1.5,33.3,1,15,3.5,23.3,7.5,6.5,1,2.5,0,0,2.5,2,3.5,2,0,71.5,5,28.5,37,10.5,0,60,0.5,0.5,100,0.5,0,42.5,191.5,88.5,2,1,0,0,0.5,46,43,93.5,0.5,0.5,0,0,0.5,1,0,0.5,0,0,0,0.5,7.5,1.5,1.5,50
2103,Adrien Thomasson,FRA,MF,Strasbourg,Ligue 1,28,1993,10,6,602,6.7,0,1.94,0.6,30.8,0,0,11.6,0,0,0,43.3,51.8,83.6,721.5,158.4,22.5,25.4,88.8,16,17.9,89.2,3.58,5.22,68.6,0.3,1.64,2.09,1.04,0.15,3.28,51.8,50.1,1.64,0.9,0.3,8.36,1.04,1.04,0.15,0,0,0,40.3,6.57,4.93,8.06,41.5,1.49,0.15,0.3,43.3,0.15,0.75,1.79,1.79,2.84,2.39,0,0.15,0.15,0,0.15,0.3,0.15,0,0,0.15,0,0,2.69,1.79,1.49,0.6,0.6,1.19,3.43,34.8,2.24,25.2,7.91,31.4,4.78,12.1,8.36,1.64,0,0,1.64,1.04,3.73,0.15,0,64.9,1.49,13,30.7,24,4.63,63.3,0.75,1.04,71.4,0.75,0,41.6,180.4,83.9,4.33,0.9,0,1.49,2.84,53.9,46.4,86.1,5.82,0.15,0,0,1.79,1.94,0.3,1.04,1.79,0,0,0,9.85,0.3,0.9,25
2104,Morten Thorsby,NOR,MF,Union Berlin,Bundesliga,26,1996,8,3,336,3.7,0.27,1.35,0.27,20,0.2,1,13.4,0,0,0,13.5,19.5,69.4,196.8,69.7,7.84,9.19,85.3,3.78,6.22,60.9,0.81,1.62,50,0,0,0.81,0,0,1.08,19.5,19.2,0.27,0,0,4.05,0.27,0.27,0,0,0,0,11.1,3.78,4.59,3.24,11.4,2.97,0,0,13.5,0,0.54,1.35,1.08,1.08,0.27,0,0.27,0,0,0.54,0.27,0,0,0,0,0,0.27,3.24,2.7,0.54,2.16,0.54,1.62,2.7,60,1.08,12.2,4.05,33.3,3.24,6.49,2.43,2.16,0.81,0,1.35,0.27,3.51,2.16,0,33,2.43,10.3,12.7,10.8,2.16,32.7,0.27,1.08,25,0.27,0,15.4,55.7,20.3,1.08,0.27,0,1.35,1.35,17.8,14.3,80.3,1.62,0,0,0,1.62,0.81,0,0.27,2.7,0,0,0,7.57,2.97,2.7,52.4
2105,Kristian Thorstvedt,NOR,MF,Sassuolo,Serie A,23,1999,10,6,500,5.6,0.18,1.96,0.71,36.4,0.09,0.25,15.6,0,0,0,28.6,36.4,78.4,439.3,127.1,16.1,19.1,84.1,10,12.5,80,1.79,3.04,58.8,0.18,1.25,3.21,1.25,0.18,3.75,36.4,35.9,0.54,0.18,0,8.93,0.36,0.54,0.18,0.18,0,0,25.9,4.29,6.25,24.5,7.14,1.96,0.18,0,28.6,0,0.54,0.71,1.07,2.86,1.61,0.18,0.18,0.54,0.18,0.18,0.18,0.18,0,0,0,0,0,0.71,0.54,0.36,0.18,0.18,0.18,1.07,16.7,0.89,10.4,3.21,31,2.5,6.79,1.07,1.43,0,0,1.43,0.89,1.61,1.07,0,47.3,2.14,6.25,27,17.7,3.39,47,0.36,0.36,100,0.36,0,27.1,152,88,3.93,2.14,0.18,1.79,1.07,40,35.7,89.3,6.07,0.54,0,0,1.96,2.5,0,0.54,0.54,0,0,0,5.54,3.39,2.14,61.3
2106,Marcus Thuram,FRA,FW,M'Gladbach,Bundesliga,25,1997,11,11,989,11,0.73,4,2.27,56.8,0.18,0.32,12.5,0,0,0,12.7,17.7,71.8,185.5,31.3,6.91,8.55,80.9,4.82,6.36,75.7,0.36,0.91,40,0.18,1,0.55,0.55,0.09,1.27,17.7,15.6,2.09,0,0,4.91,0.27,0.64,0,0,0,0,12.1,3.55,2.09,2.82,11.9,1.09,0,0.73,12.7,0.09,0.45,0.73,1.09,2.82,1.45,0,0.82,0.27,0,0.27,0.73,0.27,0,0.18,0.18,0,0.09,0.45,0.36,0,0.27,0.18,0.18,0.18,100,0,13.5,3.18,23.6,0.91,5.82,6.73,0.82,0.09,0,0.73,0.55,1,0.82,0,31.5,1.27,2.09,15.1,16.4,7.27,29.5,1.64,2.27,72,1.82,0.09,20.5,125.4,85.9,4.82,1.73,2.18,3.36,1.82,36.6,22.1,60.3,6,0,0,0,1.45,1.27,0.73,0.64,0.36,0,0,0,3.64,1.91,3.36,36.2
2107,Khéphren Thuram-Ulie,FRA,MF,Nice,Ligue 1,21,2001,12,10,814,9,0,0.56,0,0,0,0,22.4,0,0,0,50.2,56.9,88.3,907.6,202.1,21.9,23.3,93.8,22,24.4,90,5.56,7.44,74.6,0.22,1.11,3.67,0.89,0.11,4.22,56.9,56.1,0.78,0.78,0,7.78,0.78,1.11,0,0,0,0,47.6,2.78,6.56,9.33,45.2,1.56,0,0.11,50.2,0.33,0.44,1.11,1,2.26,1.78,0,0.11,0,0.11,0.11,0.33,0.22,0,0.11,0,0,0,1.44,1.22,0.44,0.89,0.11,0.67,1.22,54.5,0.56,8.89,2.89,32.5,3.33,4.56,1,1,0.44,0,0.56,0.44,1.89,1,0,64.4,2,17.1,40.6,13.4,1.33,63.8,1.22,2.11,57.9,1.22,0,50.8,266.4,153.9,5.33,2.11,0.11,0.78,0.89,54.4,52.1,95.7,2.22,0.11,0,0,1.67,1.33,0,1.11,1.22,0,0,0,6.44,0.78,0.89,46.7
2108,Youri Tielemans,BEL,MF,Leicester City,Premier League,25,1997,12,11,932,10.4,0.19,0.96,0.38,40,0.1,0.25,27.5,0,0.1,0.1,55.8,66.5,83.8,1013.7,301.1,24.7,26.6,92.8,22.4,25.7,87.3,7.31,11.3,65,0.1,1.44,6.54,1.44,0.38,5.77,66.5,64,2.5,1.25,0.29,9.04,1.15,0.77,0.48,0.29,0,0,50.6,5.67,10.3,14.5,48.2,1.92,0.38,0.19,55.8,0.29,0.77,2.21,1.54,2.79,2.6,0,0,0.1,0.1,0,0.19,0.19,0,0,0,0,0,2.31,1.63,1.06,0.87,0.38,0.87,2.31,37.5,1.44,13.5,4.33,32.1,3.46,6.73,3.27,1.83,0.19,0,1.63,0.77,3.08,0.77,0,76,2.02,16.9,44.6,18.1,0.77,73.4,0.38,0.48,80,0.38,0,51.5,186,107.4,4.04,0.58,0,1.63,0.58,59.9,56.3,94.1,2.69,0.1,0,0,1.63,0.77,0,0.77,1.63,0,0,0,10.1,1.54,0.48,76.2
2109,Kieran Tierney,SCO,DF,Arsenal,Premier League,25,1997,10,3,326,3.6,0,1.39,0.56,40,0,0,24.4,0,0,0,45.6,59.4,76.6,903.9,283.1,15.8,17.2,91.9,21.9,26.4,83.2,7.22,13.1,55.3,0,0.56,4.44,1.11,0,6.11,59.4,53.3,6.11,0,0,6.11,1.39,0.83,0,0,0,0,36.4,8.33,14.7,43.9,3.61,4.72,6.11,0,45.6,0.56,1.67,0.83,2.22,1.39,1.39,0,0,0,0,0,0.28,0.28,0,0,0,0,0,0.56,0.56,0,0.56,0,0.28,0.83,33.3,0.56,7.78,2.22,28.6,1.11,3.89,2.78,1.94,0.28,0,1.67,3.33,3.89,3.33,0,71.7,2.78,14.7,38.1,21.9,1.39,65.6,0.56,0.56,100,0.56,0,44.7,205.3,121.9,4.44,1.39,0,2.22,0,50.8,45.3,89.1,0.83,0,0,0,0.28,0.56,0,0.83,0.56,0,0,0,9.17,1.67,2.22,42.9
2110,Steffen Tigges,GER,FW,Köln,Bundesliga,24,1998,8,7,542,6,0.5,1.67,0.67,40,0.3,0.75,8.8,0,0,0,10.8,17.3,62.5,174.3,46.5,6,8.83,67.9,3.5,5.33,65.6,1.17,2,58.3,0,1.17,1.17,0.83,0.17,2,17.3,15.7,1.67,0,0.17,5.33,0,0.83,0,0,0,0,9.83,2.83,4.67,8.83,3,2.5,0.17,0,10.8,0,0.67,0.33,1,2.33,2.17,0,0,0,0.17,0,0,0,0,0,0,0,0,1,0.83,0.17,0.5,0.33,0.5,0.83,60,0.33,17.8,4.67,26.2,0.83,5.83,11.2,0.33,0,0,0.33,0.17,1.17,0.83,0,26,0.67,2,11.7,12.8,4.33,24.5,0.5,1.17,42.9,0.67,0,12.3,47,25.2,1.17,0.17,0.5,1.33,1.67,34.3,17.2,50,5.83,0,0,0,0.67,0.67,0.67,0.83,0.83,0,0,0,3.5,4.17,7.83,34.7
2111,Jean-Clair Todibo,FRA,DF,Nice,Ligue 1,22,1999,10,10,801,8.9,0,0.34,0.11,33.3,0,0,16.3,0,0,0,54.2,60.9,88.9,1126.2,386.1,16.3,16.6,98,30.1,31.9,94.4,7.42,11.1,66.7,0,0.11,3.26,0,0,3.82,60.9,59,1.91,1.57,0,4.94,0.67,0.11,0,0,0,0,50.6,3.6,6.74,5.28,52.9,1.35,0.11,0.22,54.2,0.34,1.01,0.56,0.79,0.51,0.45,0,0,0,0,0,0,0,0,0,0,0,0,1.8,1.46,1.12,0.67,0,0.45,1.12,40,0.67,10.2,3.71,36.3,6.97,3.26,0,1.12,0.56,0,0.56,1.8,3.6,3.26,0,68.4,11.7,38.8,31.5,1.91,0.67,66.5,0.56,0.67,83.3,0.56,0.11,50.6,287.6,149.4,3.48,0.45,0.11,0.22,0.22,49.9,49.4,99.1,0.45,0.45,0.22,0.11,1.12,0.56,0.11,0.11,1.46,0,0,0,7.87,2.02,1.12,64.3
2112,Harry Toffolo,ENG,DF,Nott'ham Forest,Premier League,27,1995,8,6,577,6.4,0,0.31,0,0,0,0,13.5,0,0,0,27.5,40.3,68.2,492.2,233.3,13.8,16.4,83.8,10.8,15.5,69.7,2.81,6.72,41.9,0,0.63,1.88,1.41,0.78,2.5,40.3,33.3,7.03,0.31,0,5.63,0.47,2.5,0,0,0,0,20,8.91,11.4,27.7,3.28,1.25,6.72,0.31,27.5,0,0.94,2.5,2.03,2.03,1.72,0.31,0,0,0,0,0,0,0,0,0,0,0,1.72,1.09,0.78,0.63,0.31,0.31,0.94,33.3,0.63,8.44,1.88,22.2,3.75,3.28,1.41,2.34,0.47,0,1.88,1.72,3.44,2.5,0,49.4,5.16,15.2,18.1,18,1.09,42.5,0.16,0.16,100,0.16,0,27.8,123.8,60.2,2.81,0.94,0.47,0.31,0.94,28.9,25.8,89.2,1.09,0,0,0,0.63,0.94,0,2.5,1.09,0,0.16,0,7.97,1.72,1.56,52.4
